,Rk,Player,Pos,MP,Starts,Min,90s,Gls,Ast,NPG,PG,PA_x,YC,RC,Gls/90,Ast/90,G+A/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,SCA,SCA/90,SCPass,SCDeadPass,SCDrib,GCA,GCA/90,GCPass,GCDeadPass,GCDrib,PossTkl,TklDef3rd,TklMid3rd,TklAtt3rd,DriblTkl%,DriblledPast,%SuccPress,PressDef3rd,PressMid3rd,PressAtt3rd,Blocks,ShotBlocks,Interception,Clearances,GoalErrors,TCP,PA_y,TotDist,PrgDist,TSPC,SPA,TMPC,MPA,TLPC,LPA,KeyP,Pass18,Cross18,ProgPass,Live,Dead,FKPass,PressPass,Cross,LeftP,RightP,Touches,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,SuccDrib,AtmpDrib,Nutnegs,Carries,TotDistCarry,PrgDistCarry,CarryAtt3rd,Carry18Yd,CarryDIsp
183,184,Son Heung-min,"FW,MF",17,17,1483,16.5,8,3,8,0,0,0,0,0.49,0.18,0.67,6.9,6.9,3.5,10.4,0.42,0.21,0.63,0.42,0.63,58,3.52,31,19,1,6,0.36,2,2,0,6,4,3,1,6.3,15,27.0,20,100,69,13,2,14,2,0,507,669,7733,1802,293,326,154,183,45,121,32,17,1,32,546,123,25,105,36,71,563,839,63,331,501,93,29,49,1,576,3291,1707,33,22,38
184,185,Ki-Jana Hoever,DF,6,2,194,2.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,3,1.39,3,0,0,0,0.0,0,0,0,8,9,3,0,45.5,6,30.4,32,18,6,3,0,4,6,0,75,105,1454,510,29,39,38,49,8,12,1,1,1,6,77,28,3,6,6,11,68,131,44,55,37,3,1,2,0,68,402,265,2,3,2
185,186,Rob Holding,DF,5,3,320,3.6,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.0,0.04,0.04,0.04,0,0.0,0,0,0,0,0.0,0,0,0,6,8,1,0,83.3,1,31.3,21,9,2,16,11,10,14,0,116,139,2520,674,25,29,71,73,18,33,0,0,0,7,134,5,4,23,0,23,104,187,115,73,5,4,1,2,0,94,476,192,0,0,1
186,187,Mason Holgate,DF,8,6,608,6.8,0,0,0,0,0,1,1,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.03,0.0,0.03,0.03,0.03,0,0.0,0,0,0,0,0.0,0,0,0,7,7,7,0,42.9,4,30.6,35,23,4,12,7,14,39,0,173,247,4160,1157,48,56,79,108,44,81,0,1,0,14,218,29,13,33,1,26,159,328,170,160,12,1,1,1,0,133,736,413,0,0,3
187,188,Callum Hudson-Odoi,"FW,MF",12,9,764,8.5,1,1,1,0,0,1,0,0.12,0.12,0.24,1.8,1.8,2.1,3.8,0.21,0.24,0.45,0.21,0.45,41,4.83,29,0,7,4,0.47,3,0,0,5,4,5,2,15.4,11,23.9,21,63,50,10,0,5,4,0,238,305,3783,856,130,154,81,101,19,33,20,14,3,26,292,13,1,65,19,42,245,394,36,140,254,53,17,24,0,320,2277,1486,21,31,19
188,189,Will Hughes,MF,6,5,409,4.5,0,1,0,0,0,0,0,0.0,0.22,0.22,0.1,0.1,0.6,0.6,0.01,0.13,0.14,0.01,0.14,14,3.08,6,3,0,2,0.44,0,1,0,9,6,9,0,16.7,5,22.2,35,53,11,6,3,7,3,0,167,218,3114,830,73,83,71,81,21,47,6,6,3,13,190,28,9,27,8,158,45,255,64,136,68,2,4,6,0,155,748,406,6,0,4
189,190,Pierre Højbjerg,MF,17,17,1517,16.9,2,1,2,0,0,1,0,0.12,0.06,0.18,1.0,1.0,0.8,1.8,0.06,0.05,0.11,0.06,0.11,38,2.25,33,1,2,2,0.12,2,0,0,27,10,26,5,42.9,20,30.4,123,162,54,30,5,37,22,0,1061,1195,20301,5430,429,465,484,528,134,179,14,19,1,102,1151,44,37,147,6,146,972,1362,303,894,245,14,20,34,2,956,4269,2216,22,1,11
190,191,Adam Idah,FW,13,2,288,3.2,0,0,0,0,0,0,0,0.0,0.0,0.0,1.3,1.3,0.4,1.7,0.4,0.14,0.53,0.4,0.53,4,1.25,4,0,0,0,0.0,0,0,0,4,3,3,2,40.0,3,23.6,12,25,18,3,2,1,4,0,54,76,946,215,27,38,20,25,6,7,2,3,1,4,73,3,0,27,5,11,54,122,14,44,72,15,6,7,0,85,446,132,2,0,11
191,192,Kelechi Iheanacho,"FW,MF",14,6,592,6.6,2,4,2,0,0,0,0,0.3,0.61,0.91,2.1,2.1,2.2,4.3,0.32,0.33,0.65,0.32,0.65,24,3.65,17,1,2,6,0.91,4,0,0,5,1,6,1,37.5,5,29.3,9,58,49,6,0,3,4,0,137,184,2048,515,75,91,42,53,9,20,11,7,1,20,177,7,1,57,7,160,14,284,24,139,135,30,9,21,2,212,878,507,8,4,14
192,193,Danny Ings,FW,14,12,1033,11.5,4,2,3,1,1,1,0,0.35,0.17,0.52,3.2,2.5,0.7,3.2,0.28,0.07,0.35,0.22,0.28,14,1.22,10,0,1,4,0.35,4,0,0,3,2,5,2,27.3,8,19.5,30,73,92,19,3,12,9,0,126,195,1724,459,78,105,32,51,8,19,5,8,2,15,179,16,1,41,12,37,132,315,35,131,158,65,9,19,1,166,679,346,5,3,6
193,194,Alex Iwobi,"MF,FW",13,7,714,7.9,1,1,1,0,0,0,0,0.13,0.13,0.25,1.0,1.0,1.1,2.2,0.13,0.14,0.27,0.13,0.27,20,2.52,19,0,0,2,0.25,2,0,0,8,4,4,3,25.0,9,32.1,44,56,40,8,0,9,7,0,191,238,3063,917,97,109,66,82,16,28,10,8,3,22,233,5,0,45,14,28,204,332,60,126,174,37,14,26,3,262,1481,861,11,11,13
194,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,30,2.49,19,0,3,3,0.25,1,0,1,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,252,10,0,50,24,46,199,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
195,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,30,2.49,19,0,3,3,0.25,1,0,1,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,252,10,0,50,24,46,199,53,2,22,33,9,0,3,0,33,232,158,3,1,3
196,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,30,2.49,19,0,3,3,0.25,1,0,1,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,32,0,0,6,5,3,28,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
197,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,30,2.49,19,0,3,3,0.25,1,0,1,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,32,0,0,6,5,3,28,53,2,22,33,9,0,3,0,33,232,158,3,1,3
198,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,30,2.49,19,0,3,3,0.25,1,0,1,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,252,10,0,50,24,46,199,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
199,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,30,2.49,19,0,3,3,0.25,1,0,1,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,252,10,0,50,24,46,199,53,2,22,33,9,0,3,0,33,232,158,3,1,3
200,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,30,2.49,19,0,3,3,0.25,1,0,1,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,32,0,0,6,5,3,28,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
201,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,30,2.49,19,0,3,3,0.25,1,0,1,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,32,0,0,6,5,3,28,53,2,22,33,9,0,3,0,33,232,158,3,1,3
202,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,30,2.49,19,0,3,3,0.25,1,0,1,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,252,10,0,50,24,46,199,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
203,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,30,2.49,19,0,3,3,0.25,1,0,1,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,252,10,0,50,24,46,199,53,2,22,33,9,0,3,0,33,232,158,3,1,3
204,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,30,2.49,19,0,3,3,0.25,1,0,1,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,32,0,0,6,5,3,28,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
205,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,30,2.49,19,0,3,3,0.25,1,0,1,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,32,0,0,6,5,3,28,53,2,22,33,9,0,3,0,33,232,158,3,1,3
206,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,30,2.49,19,0,3,3,0.25,1,0,1,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,252,10,0,50,24,46,199,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
207,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,30,2.49,19,0,3,3,0.25,1,0,1,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,252,10,0,50,24,46,199,53,2,22,33,9,0,3,0,33,232,158,3,1,3
208,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,30,2.49,19,0,3,3,0.25,1,0,1,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,32,0,0,6,5,3,28,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
209,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,30,2.49,19,0,3,3,0.25,1,0,1,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,32,0,0,6,5,3,28,53,2,22,33,9,0,3,0,33,232,158,3,1,3
210,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,3,2.14,2,0,0,0,0.0,0,0,0,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,252,10,0,50,24,46,199,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
211,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,3,2.14,2,0,0,0,0.0,0,0,0,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,252,10,0,50,24,46,199,53,2,22,33,9,0,3,0,33,232,158,3,1,3
212,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,3,2.14,2,0,0,0,0.0,0,0,0,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,32,0,0,6,5,3,28,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
213,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,3,2.14,2,0,0,0,0.0,0,0,0,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,32,0,0,6,5,3,28,53,2,22,33,9,0,3,0,33,232,158,3,1,3
214,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,3,2.14,2,0,0,0,0.0,0,0,0,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,252,10,0,50,24,46,199,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
215,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,3,2.14,2,0,0,0,0.0,0,0,0,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,252,10,0,50,24,46,199,53,2,22,33,9,0,3,0,33,232,158,3,1,3
216,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,3,2.14,2,0,0,0,0.0,0,0,0,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,32,0,0,6,5,3,28,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
217,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,3,2.14,2,0,0,0,0.0,0,0,0,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,32,0,0,6,5,3,28,53,2,22,33,9,0,3,0,33,232,158,3,1,3
218,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,3,2.14,2,0,0,0,0.0,0,0,0,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,252,10,0,50,24,46,199,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
219,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,3,2.14,2,0,0,0,0.0,0,0,0,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,252,10,0,50,24,46,199,53,2,22,33,9,0,3,0,33,232,158,3,1,3
220,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,3,2.14,2,0,0,0,0.0,0,0,0,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,32,0,0,6,5,3,28,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
221,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,3,2.14,2,0,0,0,0.0,0,0,0,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,32,0,0,6,5,3,28,53,2,22,33,9,0,3,0,33,232,158,3,1,3
222,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,3,2.14,2,0,0,0,0.0,0,0,0,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,252,10,0,50,24,46,199,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
223,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,3,2.14,2,0,0,0,0.0,0,0,0,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,252,10,0,50,24,46,199,53,2,22,33,9,0,3,0,33,232,158,3,1,3
224,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,3,2.14,2,0,0,0,0.0,0,0,0,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,32,0,0,6,5,3,28,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
225,195,Daniel James,"FW,MF",15,13,1085,12.1,2,1,2,0,0,0,0,0.17,0.08,0.25,2.0,2.0,1.4,3.4,0.17,0.12,0.28,0.17,0.28,3,2.14,2,0,0,0,0.0,0,0,0,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,32,0,0,6,5,3,28,53,2,22,33,9,0,3,0,33,232,158,3,1,3
226,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,30,2.49,19,0,3,3,0.25,1,0,1,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,252,10,0,50,24,46,199,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
227,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,30,2.49,19,0,3,3,0.25,1,0,1,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,252,10,0,50,24,46,199,53,2,22,33,9,0,3,0,33,232,158,3,1,3
228,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,30,2.49,19,0,3,3,0.25,1,0,1,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,32,0,0,6,5,3,28,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
229,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,30,2.49,19,0,3,3,0.25,1,0,1,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,32,0,0,6,5,3,28,53,2,22,33,9,0,3,0,33,232,158,3,1,3
230,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,30,2.49,19,0,3,3,0.25,1,0,1,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,252,10,0,50,24,46,199,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
231,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,30,2.49,19,0,3,3,0.25,1,0,1,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,252,10,0,50,24,46,199,53,2,22,33,9,0,3,0,33,232,158,3,1,3
232,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,30,2.49,19,0,3,3,0.25,1,0,1,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,32,0,0,6,5,3,28,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
233,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,30,2.49,19,0,3,3,0.25,1,0,1,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,32,0,0,6,5,3,28,53,2,22,33,9,0,3,0,33,232,158,3,1,3
234,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,30,2.49,19,0,3,3,0.25,1,0,1,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,252,10,0,50,24,46,199,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
235,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,30,2.49,19,0,3,3,0.25,1,0,1,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,252,10,0,50,24,46,199,53,2,22,33,9,0,3,0,33,232,158,3,1,3
236,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,30,2.49,19,0,3,3,0.25,1,0,1,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,32,0,0,6,5,3,28,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
237,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,30,2.49,19,0,3,3,0.25,1,0,1,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,32,0,0,6,5,3,28,53,2,22,33,9,0,3,0,33,232,158,3,1,3
238,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,30,2.49,19,0,3,3,0.25,1,0,1,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,252,10,0,50,24,46,199,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
239,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,30,2.49,19,0,3,3,0.25,1,0,1,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,252,10,0,50,24,46,199,53,2,22,33,9,0,3,0,33,232,158,3,1,3
240,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,30,2.49,19,0,3,3,0.25,1,0,1,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,32,0,0,6,5,3,28,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
241,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,30,2.49,19,0,3,3,0.25,1,0,1,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,32,0,0,6,5,3,28,53,2,22,33,9,0,3,0,33,232,158,3,1,3
242,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,3,2.14,2,0,0,0,0.0,0,0,0,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,252,10,0,50,24,46,199,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
243,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,3,2.14,2,0,0,0,0.0,0,0,0,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,252,10,0,50,24,46,199,53,2,22,33,9,0,3,0,33,232,158,3,1,3
